timestamp,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,unknown_frontend&p50,checkoutservice_paymentservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,unknown_frontend&p90,checkoutservice_paymentservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,unknown_frontend&p99,checkoutservice_paymentservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99
2024-12-19 06:56:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-19 06:57:10,3.0,2.98876404494382,17.5,3.0,3.0,3.0,41.09042553191489,3.0,0.27544097693351427,0.29772727272727273,3.2479338842975207,0.3055555555555555,0.5,4.6,4.597752808988764,23.5,4.6,4.606049149338374,4.6,89.73214285714286,4.6000000000000005,0.49579375848032564,2.5799999999999996,5.466666666666669,2.799999999999999,4.199999999999999,4.96,4.959775280898876,24.85,4.96,4.967410207939508,4.96,213.43749999999977,4.96,4.934117647058825,4.937999999999999,9.546666666666663,4.780000000000001,4.92
2024-12-19 06:58:10,3.0,3.0,17.5,3.0,2.869281045751634,3.0,39.44174757281553,3.0,0.2556279620853081,0.2650375939849624,3.2666666666666666,0.28125,0.40625,4.6,4.6,23.5,4.6,4.5738562091503265,4.6,84.81132075471697,4.6,0.4601303317535545,0.47706766917293236,5.800000000000001,1.4000000000000026,3.96,4.959999999999999,4.96,24.85,4.959999999999999,4.957385620915033,4.959999999999999,176.87499999999977,4.960000000000001,3.304444444444437,4.295000000000004,9.879999999999995,4.64,4.895999999999999
2024-12-19 06:59:11,3.0,3.0,19.0,3.0,2.938650306748466,3.0,39.125,3.0,0.2592707045735476,0.27419354838709675,5.1953125,0.4444444444444445,2.6923076923076925,4.6000000000000005,4.6,70.00000000000003,4.6000000000000005,4.587730061349694,4.6000000000000005,85.9375,4.6,0.46668726823238565,0.4935483870967742,9.0390625,4.085714285714285,4.538461538461538,4.96,4.96,97.0,4.96,4.958773006134969,4.96,201.24999999999955,4.96,3.8813333333333304,4.546666666666663,9.903906249999999,4.908571428571429,4.953846153846154
2024-12-19 07:00:11,3.0,3.0,17.5,3.0,2.953488372093023,3.0,39.81958762886598,3.0,0.26643835616438355,0.42808219178082196,4.219512195121951,0.34375,1.875,4.6,4.6,23.5,4.6,4.590697674418605,4.6,84.56896551724138,4.6,0.47958904109589046,4.098039215686275,8.68,3.5333333333333323,4.375,4.96,4.96,24.85,4.960000000000001,4.959069767441861,4.96,100.74999999999892,4.960000000000001,4.422978723404258,4.980392156862744,9.867999999999999,4.8533333333333335,4.9375
2024-12-19 07:01:12,3.0,3.0,17.5,3.0,2.713004484304933,3.0,39.077669902912625,3.0,0.2606451612903226,0.4818840579710146,6.104651162790698,0.25,0.41666666666666663,4.6000000000000005,4.6,23.5,4.6000000000000005,4.542600896860987,4.6000000000000005,86.60000000000001,4.6,0.4691612903225807,4.16875,9.220930232558139,0.45,3.9999999999999996,4.96,4.96,24.849999999999998,4.96,4.954260089686098,4.96,206.28571428571456,4.96,4.215483870967747,4.916875,9.922093023255812,0.49500000000000005,4.9
2024-12-19 07:02:12,3.0,2.9879518072289155,17.5,3.0,2.9810606060606064,3.0,39.07766990291262,3.0,0.2684478371501272,0.48287671232876717,5.486111111111112,0.29166666666666663,2.5555555555555554,4.6,4.597590361445783,23.5,4.6000000000000005,4.596212121212122,4.6,83.4,4.6,0.483206106870229,4.170588235294119,9.152777777777779,2.200000000000001,4.511111111111111,4.959999999999999,4.959759036144579,24.85,4.96,4.9596212121212115,4.959999999999999,152.00000000000065,4.959999999999999,18.400000000000254,4.917058823529413,9.977777777777778,4.720000000000001,4.951111111111111
2024-12-19 07:03:12,3.0,2.988235294117647,17.5,3.0,2.9059674502712474,3.0,41.29213483146067,3.0,0.2597911227154047,0.33163265306122447,6.4655172413793105,0.2857142857142857,2.351351351351351,4.6,4.597647058823529,23.5,4.6,4.5811934900542495,4.6,93.14814814814817,4.6,0.4676240208877285,3.4516129032258065,9.339080459770114,1.7999999999999987,4.4702702702702695,4.960000000000001,4.959764705882353,24.85,4.960000000000001,4.9581193490054245,4.960000000000001,237.18181818181816,4.960000000000001,4.8448351648351675,4.91578947368421,9.985632183908045,4.6800000000000015,4.947027027027027
2024-12-19 07:04:13,3.0,3.0,18.75,3.0,3.036697247706422,3.0,40.69444444444444,3.0,0.2912371134020619,0.3595505617977528,4.685714285714285,0.3125,0.4523809523809524,4.6,4.6,65.00000000000001,4.6000000000000005,4.68954128440367,4.6,95.98039215686273,4.6,2.1750000000000007,3.8324324324324315,8.90677966101695,3.0,4.105882352941176,4.959999999999999,4.960000000000001,96.5,4.96,95.49999999999984,4.959999999999999,665.0000000000009,4.960000000000001,4.717500000000001,20.800000000000047,9.890677966101695,4.799999999999999,4.910588235294118
2024-12-19 07:05:13,3.0,3.0,17.5,3.0,2.9279279279279278,3.0,39.453125,3.0,0.26409395973154365,0.2807017543859649,6.804123711340206,0.5,2.2857142857142856,4.6000000000000005,4.6,23.5,4.6,4.585585585585585,4.6000000000000005,86.63265306122449,4.6,0.4753691275167786,1.342857142857143,9.402061855670103,4.6000000000000005,4.457142857142857,4.96,4.96,24.85,4.960000000000001,4.9585585585585585,4.96,202.2500000000003,4.960000000000001,15.649999999999897,4.634285714285717,9.98659793814433,22.299999999999997,4.945714285714287
2024-12-19 07:06:14,3.0,3.0,17.5,3.0,3.1435897435897435,3.0,39.66346153846154,4.333333333333333,0.25998668442077233,0.2857142857142857,5.890410958904109,0.3125,1.9285714285714286,4.6,4.6,23.5,4.6,4.863931623931624,4.6,84.2553191489362,75.0,0.4679760319573902,1.7999999999999987,9.232876712328768,3.0,4.385714285714286,4.959999999999999,4.960000000000001,24.85,4.96,9.58874999999999,4.959999999999999,179.50000000000045,97.49999999999997,4.1700000000000035,4.6800000000000015,9.984931506849314,4.799999999999999,4.938571428571429
2024-12-19 07:07:14,3.0,3.2814070351758793,22.1875,3.4,7.344649021864212,3.0465116279069764,1365.5857740585775,3.0,5.894261006289308,1.826771653543307,9.772727272727273,2.142857142857143,2.643312101910828,4.6,5.957831325301206,48.125,7.000000000000002,20.50618556701031,4.683720930232558,2273.1171548117154,4.6,17.615789473684217,4.919685039370078,88.33333333333329,4.428571428571429,4.528662420382165,4.96,9.649999999999997,230.4999999999999,9.7,523.0952380952434,7.800000000000002,2477.3117154811716,4.959999999999999,126.12499999999886,102.70000000000009,238.69230769230782,4.942857142857142,4.952866242038217
2024-12-19 07:08:15,3.1176470588235294,3.3897058823529416,23.815789473684212,3.25,7.75155601659751,3.0,1369.653767820774,3.054054054054054,5.062248995983936,1.7107438016528924,9.50199203187251,0.45121951219512196,2.2671755725190836,4.811764705882354,8.153846153846153,49.03846153846154,6.000000000000007,21.778750000000002,4.6000000000000005,2281.2627291242366,4.697297297297297,10.875464684014881,9.555555555555543,47.64705882352952,4.1030303030303035,4.477862595419847,819.9999999999991,845.2380952380945,1974.9999999999995,455.0,398.42391304347854,4.96,2486.374745417515,8.100000000000003,146.23333333333335,35.24999999999924,202.5625000000001,4.91030303030303,4.975267175572518
2024-12-19 07:09:15,3.0,3.1094527363184077,29.166666666666664,3.1666666666666665,8.066914498141264,3.0,1491.3793103448274,3.0,6.342297174111213,1.8451882845188283,13.405405405405407,0.45454545454545453,2.741935483870968,4.6,4.797014925373134,441.66666666666674,6.666666666666666,21.55254237288136,4.6,2323.5632183908046,4.6,22.871663244353186,9.884615384615387,115.60000000000005,4.111111111111111,4.548387096774194,4.96,9.036363636363635,932.5,424.9999999999999,328.9285714285724,4.96,3354.5454545454404,4.96,211.84051724137947,199.70000000000033,251.00000000000122,4.911111111111111,4.95483870967742
