timestamp,chatbot&count
2024-11-16 04:27:28,1.0
2024-11-16 04:28:28,1.0
2024-11-16 04:29:28,1.0
2024-11-16 04:30:28,1.0
2024-11-16 04:31:28,1.0
2024-11-16 04:32:29,1.0
2024-11-16 04:33:29,1.0
2024-11-16 04:34:29,1.0
2024-11-16 04:35:29,1.0
2024-11-16 04:36:29,1.0
2024-11-16 04:37:30,1.0
2024-11-16 04:38:30,1.0
2024-11-16 04:39:30,3.0
2024-11-16 04:40:30,3.0
2024-11-16 04:41:30,3.0
2024-11-16 04:42:31,3.0
2024-11-16 04:43:31,3.0
2024-11-16 04:44:31,3.0
2024-11-16 04:45:31,3.0
2024-11-16 04:46:31,2.0
2024-11-16 04:47:32,2.0
2024-11-16 04:48:32,2.0
2024-11-16 04:49:32,2.0
2024-11-16 04:50:32,2.0
2024-11-16 04:51:32,2.0
2024-11-16 04:52:32,2.0
2024-11-16 04:53:33,1.0
2024-11-16 04:54:33,1.0
2024-11-16 04:55:33,1.0
2024-11-16 04:56:33,1.0
2024-11-16 04:57:33,1.0
2024-11-16 04:58:34,1.0
2024-11-16 04:59:34,2.0
2024-11-16 05:00:34,3.0
2024-11-16 05:01:34,3.0
2024-11-16 05:02:34,1.0
2024-11-16 05:03:34,3.0
2024-11-16 05:04:35,3.0
2024-11-16 05:05:35,3.0
2024-11-16 05:06:35,3.0
2024-11-16 05:07:35,3.0
2024-11-16 05:08:35,3.0
2024-11-16 05:09:36,2.0
2024-11-16 05:10:36,1.0
2024-11-16 05:11:36,1.0
2024-11-16 05:12:36,1.0
2024-11-16 05:13:36,1.0
2024-11-16 05:14:37,1.0
2024-11-16 05:15:37,1.0
2024-11-16 05:16:37,1.0
2024-11-16 05:17:37,1.0
2024-11-16 05:18:37,1.0
2024-11-16 05:19:37,3.0
2024-11-16 05:20:38,3.0
2024-11-16 05:21:38,3.0
2024-11-16 05:22:38,3.0
2024-11-16 05:23:38,3.0
2024-11-16 05:24:38,3.0
2024-11-16 05:25:39,3.0
2024-11-16 05:26:39,3.0
2024-11-16 05:27:39,3.0
2024-11-16 05:28:39,3.0
2024-11-16 05:29:39,2.0
2024-11-16 05:30:40,2.0
2024-11-16 05:31:40,2.0
2024-11-16 05:32:40,2.0
2024-11-16 05:33:40,2.0
2024-11-16 05:34:40,2.0
2024-11-16 05:35:41,2.0
2024-11-16 05:36:41,2.0
2024-11-16 05:37:41,1.0
2024-11-16 05:38:41,1.0
2024-11-16 05:39:41,1.0
2024-11-16 05:40:42,1.0
2024-11-16 05:41:42,1.0
2024-11-16 05:42:42,1.0
2024-11-16 05:43:42,1.0
2024-11-16 05:44:42,1.0
2024-11-16 05:45:42,1.0
2024-11-16 05:46:43,1.0
2024-11-16 05:47:43,1.0
2024-11-16 05:48:43,1.0
2024-11-16 05:49:43,1.0
2024-11-16 05:50:43,1.0
2024-11-16 05:51:43,1.0
2024-11-16 05:52:44,1.0
2024-11-16 05:53:44,1.0
2024-11-16 05:54:44,1.0
2024-11-16 05:55:44,1.0
2024-11-16 05:56:44,1.0
2024-11-16 05:57:44,1.0
2024-11-16 05:58:45,1.0
2024-11-16 05:59:45,1.0
2024-11-16 06:00:45,1.0
2024-11-16 06:01:45,1.0
2024-11-16 06:02:45,1.0
2024-11-16 06:03:45,1.0
2024-11-16 06:04:46,1.0
2024-11-16 06:05:46,1.0
2024-11-16 06:06:46,1.0
2024-11-16 06:07:46,1.0
2024-11-16 06:08:46,1.0
2024-11-16 06:09:47,1.0
2024-11-16 06:10:47,1.0
2024-11-16 06:11:47,1.0
2024-11-16 06:12:47,1.0
2024-11-16 06:13:47,1.0
2024-11-16 06:14:47,1.0
2024-11-16 06:15:48,1.0
2024-11-16 06:16:48,1.0
2024-11-16 06:17:48,1.0
2024-11-16 06:18:48,1.0
2024-11-16 06:19:48,1.0
2024-11-16 06:20:48,1.0
2024-11-16 06:21:49,1.0
2024-11-16 06:22:49,1.0
2024-11-16 06:23:49,1.0
2024-11-16 06:24:49,1.0
2024-11-16 06:25:49,1.0
2024-11-16 06:26:49,1.0
2024-11-16 06:27:50,1.0
2024-11-16 06:28:50,1.0
2024-11-16 06:29:50,1.0
2024-11-16 06:30:50,1.0
2024-11-16 06:31:50,1.0
2024-11-16 06:32:51,1.0
2024-11-16 06:33:51,1.0
2024-11-16 06:34:51,1.0
2024-11-16 06:35:51,1.0
