timestamp,chatbot&count
2024-11-16 22:55:39,1.0
2024-11-16 22:56:39,1.0
2024-11-16 22:57:39,1.0
2024-11-16 22:58:40,1.0
2024-11-16 22:59:40,1.0
2024-11-16 23:00:40,1.0
2024-11-16 23:01:40,1.0
2024-11-16 23:02:40,1.0
2024-11-16 23:03:40,1.0
2024-11-16 23:04:41,1.0
2024-11-16 23:05:41,1.0
2024-11-16 23:06:41,1.0
2024-11-16 23:07:41,3.0
2024-11-16 23:08:42,3.0
2024-11-16 23:09:42,3.0
2024-11-16 23:10:42,2.0
2024-11-16 23:11:42,2.0
2024-11-16 23:12:42,2.0
2024-11-16 23:13:42,1.0
2024-11-16 23:14:43,3.0
2024-11-16 23:15:43,3.0
2024-11-16 23:16:43,3.0
2024-11-16 23:17:43,2.0
2024-11-16 23:18:43,2.0
2024-11-16 23:19:44,2.0
2024-11-16 23:20:44,2.0
2024-11-16 23:21:44,2.0
2024-11-16 23:22:44,2.0
2024-11-16 23:23:44,2.0
2024-11-16 23:24:45,2.0
2024-11-16 23:25:45,2.0
2024-11-16 23:26:45,1.0
2024-11-16 23:27:45,3.0
2024-11-16 23:28:45,3.0
2024-11-16 23:29:45,3.0
2024-11-16 23:30:46,2.0
2024-11-16 23:31:46,1.0
2024-11-16 23:32:46,3.0
2024-11-16 23:33:46,3.0
2024-11-16 23:34:46,3.0
2024-11-16 23:35:47,3.0
2024-11-16 23:36:47,2.0
2024-11-16 23:37:47,2.0
2024-11-16 23:38:47,1.0
2024-11-16 23:39:47,1.0
2024-11-16 23:40:48,1.0
2024-11-16 23:41:48,1.0
2024-11-16 23:42:48,1.0
2024-11-16 23:43:48,1.0
2024-11-16 23:44:48,1.0
2024-11-16 23:45:49,1.0
2024-11-16 23:46:49,1.0
2024-11-16 23:47:49,2.0
2024-11-16 23:48:49,2.0
2024-11-16 23:49:49,3.0
2024-11-16 23:50:50,3.0
2024-11-16 23:51:50,3.0
2024-11-16 23:52:50,3.0
2024-11-16 23:53:50,3.0
2024-11-16 23:54:50,3.0
2024-11-16 23:55:51,3.0
2024-11-16 23:56:51,3.0
2024-11-16 23:57:51,2.0
2024-11-16 23:58:51,1.0
2024-11-16 23:59:51,1.0
2024-11-17 00:00:52,1.0
2024-11-17 00:01:52,1.0
2024-11-17 00:02:52,1.0
2024-11-17 00:03:52,1.0
2024-11-17 00:04:52,1.0
2024-11-17 00:05:52,1.0
