timestamp,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,unknown_frontend&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,unknown_frontend&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,unknown_frontend&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99
2024-12-18 22:28:07,,3.0,,,,,,,,,,,,3.0,,4.6,,,,,,,,,,,,4.6,,4.959999999999999,,,,,,,,,,,,4.96
2024-12-18 22:29:08,3.0,3.0,17.5,3.0,2.8266666666666667,3.0,38.07339449541284,3.0,,0.26291390728476816,0.27291666666666664,3.4672897196261685,0.3055555555555555,2.727272727272727,4.6,4.6,23.5,4.6,4.5937777777777775,4.6,82.43243243243245,4.6,,0.47324503311258276,0.49124999999999996,7.458333333333337,2.799999999999999,4.545454545454545,4.96,4.96,24.85,4.96,4.991377777777778,4.96,202.49999999999994,4.96,,4.357837837837835,4.875999999999998,9.933333333333335,4.780000000000001,4.954545454545455
2024-12-18 22:30:08,3.0,3.0,17.5,2.25,2.6327433628318584,3.0,37.057522123893804,3.0,,0.26850649350649347,0.3190476190476191,3.6999999999999997,0.3333333333333333,2.5555555555555554,4.6000000000000005,4.6,23.5,4.45,4.526548672566372,4.6,83.2051282051282,4.6,,0.48331168831168825,3.151724137931036,8.07142857142857,3.4,4.511111111111111,4.96,4.959999999999999,24.849999999999998,4.945000000000001,4.952654867256637,4.96,210.4375000000001,4.96,,4.609629629629634,4.815172413793102,9.807142857142857,4.839999999999999,4.9511111111111115
2024-12-18 22:31:09,3.0,3.0,18.4375,3.0,3.003669724770642,3.0,39.5,3.25,,0.2639973958333333,0.2820512820512821,3.588235294117647,0.45,2.916666666666667,4.6,4.6,27.500000000000018,4.6000000000000005,4.606605504587156,4.6000000000000005,87.30769230769232,5.5000000000000036,,0.4751953125,1.4800000000000035,7.800000000000002,4.100000000000001,4.583333333333333,4.960000000000001,4.96,47.75,4.96,4.967266055045871,4.96,206.71428571428592,9.55,,4.489000000000004,4.647999999999996,9.779999999999998,4.91,4.958333333333334
2024-12-18 22:32:10,3.0,2.988235294117647,17.5,3.0,2.943548387096774,3.0,40.29255319148936,3.0,,0.26163563829787234,0.29545454545454547,4.035294117647059,0.3125,2.0999999999999996,4.6,4.597647058823529,23.5,4.6,4.588709677419354,4.6,86.94444444444443,4.6,,0.47094414893617026,2.473684210526316,8.616279069767442,3.0,4.42,4.96,4.959764705882353,24.85,4.959999999999999,4.958870967741936,4.96,192.7000000000001,4.96,,4.191764705882355,4.936842105263159,9.966279069767442,4.799999999999999,4.942
2024-12-18 22:33:10,3.0,3.0,18.333333333333336,3.0,2.889867841409692,3.0,40.05102040816327,3.0,,0.26499388004895963,0.4382716049382716,5.7317073170731705,0.3333333333333333,2.5483870967741935,4.6000000000000005,4.6,25.0,4.6,4.577973568281939,4.6,87.32142857142857,4.6,,0.4769889840881273,4.172881355932202,9.24390243902439,3.4,4.509677419354839,4.96,4.96,47.499999999999986,4.96,4.957797356828194,4.96,199.50000000000006,4.96,,4.667272727272727,64.49999999999979,63.999999999999844,4.839999999999999,4.950967741935484
2024-12-18 22:34:11,3.0,3.0,17.5,3.0,2.99601593625498,3.0,40.35326086956522,3.0,,0.27305194805194805,0.3085585585585585,3.3275862068965516,0.25,2.212121212121212,4.6,4.6,23.5,4.6,4.599203187250996,4.6000000000000005,91.49122807017545,4.6000000000000005,,0.4914935064935065,2.9680000000000013,6.527777777777776,0.45000000000000007,4.442424242424242,4.96,4.96,24.85,4.959999999999999,4.9599203187251,4.96,221.77272727272734,4.96,,4.793333333333333,4.9408,9.902777777777779,0.495,4.944242424242423
2024-12-18 22:35:11,3.0,2.976470588235294,17.5,3.0,2.682819383259912,3.0,37.95871559633028,3.0,,0.2688802083333333,0.3602150537634409,3.4363636363636365,0.5,2.6756756756756754,4.6,4.595294117647059,23.5,4.6,4.536563876651982,4.6,81.30952380952381,4.6,,0.483984375,3.6926829268292694,7.208333333333336,4.199999999999999,4.535135135135135,4.960000000000001,4.959529411764706,24.85,4.959999999999999,4.953656387665198,4.96,176.12499999999937,4.959999999999999,,4.61745454545455,4.869268292682926,9.720833333333331,4.92,4.9535135135135135
2024-12-18 22:36:12,3.0,3.0,17.5,3.0,2.630379746835443,3.0,39.950980392156865,3.0,,0.2701037613488975,0.3,3.4102564102564106,0.2692307692307692,1.8888888888888888,4.6000000000000005,4.6,23.5,4.6,4.590886075949367,4.6,89.77777777777779,4.6,,0.48618677042801556,2.5999999999999988,7.062500000000003,0.48461538461538467,4.377777777777778,4.96,4.959999999999999,24.85,4.959999999999999,78.99999999999957,4.96,423.3333333333333,4.96,,4.97555555555555,4.759999999999998,9.70625,4.440000000000001,4.937777777777778
2024-12-18 22:37:12,3.0,3.0,17.5,3.0,2.932,3.0,39.740566037735846,3.0,,0.260230179028133,0.2891304347826087,3.2956521739130435,0.36538461538461536,2.55,4.6,4.6,23.5,4.6,4.5864,4.6000000000000005,84.71153846153845,4.6,,0.46841432225063945,2.0444444444444447,6.117647058823531,3.7333333333333325,4.51,4.960000000000001,4.96,24.849999999999998,4.959999999999999,4.95864,4.96,175.37499999999946,4.959999999999999,,4.670769230769222,4.704444444444444,9.611764705882349,4.873333333333334,4.9510000000000005
