timestamp,vCPU,memory
2024-12-23 00:05:50,0.07714394593331843,27.70104166666667
2024-12-23 00:06:51,0.7927822971999399,28.169140624999997
2024-12-23 00:07:52,0.6909900510666729,15.035937500000003
2024-12-23 00:08:52,0.6765475510666465,17.313541666666666
2024-12-23 00:09:53,0.6947623780000465,28.321614583333336
2024-12-23 00:10:54,0.7952251902332579,23.973046875
2024-12-23 00:11:54,0.7026297029334221,20.518489583333334
2024-12-23 00:12:55,0.6583849409665938,9.014583333333334
2024-12-23 00:13:56,0.6778330309666465,30.284114583333338
2024-12-23 00:14:56,0.7634517066000628,28.71796875
2024-12-23 00:15:57,0.751135045499963,13.82239583333333
2024-12-23 00:16:58,1.2741974652333043,9.695442708333333
2024-12-23 00:17:58,1.671912662403906,34.97411930121528
2024-12-23 00:18:59,2.3812744765666554,20.533072916666665
2024-12-23 00:20:00,2.1311544270001073,26.40442708333333
2024-12-23 00:21:00,2.0877463487999983,25.185416666666672
2024-12-23 00:22:01,1.299936233333294,8.358723958333332
2024-12-23 00:23:02,1.9613816323000015,22.909374999999997
2024-12-23 00:24:02,2.195941019333422,31.800130208333336
2024-12-23 00:25:03,2.0380685425333085,15.909374999999997
2024-12-23 00:26:04,1.9426650376999972,15.826302083333335
2024-12-23 00:27:05,0.7487616342333523,31.10338541666666
2024-12-23 00:28:05,0.753065979400042,29.04270833333333
2024-12-23 00:29:06,0.8098072606334181,28.51927083333333
2024-12-23 00:30:07,0.7505118549333644,22.374999999999996
2024-12-23 00:31:07,0.7432845368666121,25.359375
2024-12-23 00:32:08,0.7205904384666906,31.713281249999998
2024-12-23 00:33:09,0.6532309911332717,21.88072916666666
2024-12-23 00:34:09,0.5764228419000625,17.644401041666665
2024-12-23 00:35:10,0.7758555209332805,22.719010416666666
2024-12-23 00:36:11,0.8198135897666774,10.351041666666665
2024-12-23 00:37:11,1.2552930793333696,17.39479166666667
2024-12-23 00:38:12,2.1372372476583923,15.354296875
2024-12-23 00:39:13,2.0128278381999705,19.739192708333334
2024-12-23 00:40:13,1.9711065888998964,19.95651041666667
2024-12-23 00:41:14,1.9636522603666462,29.138020833333332
2024-12-23 00:42:15,2.0508756002333497,34.07799479166666
2024-12-23 00:43:16,2.007797969166643,9.027734375
2024-12-23 00:44:16,1.943514118433313,25.449609375000005
2024-12-23 00:45:17,1.851928427933304,31.165624999999995
2024-12-23 00:46:18,1.6520184378333027,27.44518229166667
2024-12-23 00:47:19,0.456691795466714,22.484114583333334
2024-12-23 00:48:19,0.7560460042334113,22.413020833333327
2024-12-23 00:49:20,0.7999655784334045,9.476562499999996
2024-12-23 00:50:21,0.7257434362332802,17.976171874999995
2024-12-23 00:51:21,0.5915116670333527,16.756249999999998
2024-12-23 00:52:22,0.7820130905999707,27.97213541666667
2024-12-23 00:53:23,0.6915382913666885,21.111718749999998
2024-12-23 00:54:23,0.7282365570333629,12.984375000000002
2024-12-23 00:55:24,0.6575104529666551,20.092317708333336
2024-12-23 00:56:25,0.7408201118332697,12.443750000000001
2024-12-23 00:57:25,1.2788615556667011,21.505208333333332
2024-12-23 00:58:26,2.073068916366683,28.935937500000005
2024-12-23 00:59:27,2.107503542899929,26.391666666666673
2024-12-23 01:00:28,2.252617971533333,17.55442708333333
2024-12-23 01:01:28,2.1187231942999474,20.092578125
2024-12-23 01:02:29,1.8987414570332823,20.960546875
2024-12-23 01:03:30,1.9653627392999575,28.877734375
2024-12-23 01:04:30,2.1057468143666918,19.64127604166667
2024-12-23 01:05:31,1.4549060333332873,22.815364583333334
2024-12-23 01:06:32,1.1151703180666048,30.42981770833333
2024-12-23 01:07:32,0.7538675112332391,29.66002604166667
2024-12-23 01:08:33,0.6935337282333375,14.448567708333332
2024-12-23 01:09:33,0.7473353346333697,18.221484375
2024-12-23 01:10:34,0.840463911699992,27.259765625000004
2024-12-23 01:11:34,0.68340389876668,15.045052083333335
2024-12-23 01:12:35,0.7314839995000627,23.731640625
2024-12-23 01:13:36,0.5612635273333155,12.491015625
2024-12-23 01:14:36,0.770425970233368,20.34361979166666
2024-12-23 01:15:37,0.6378492740665918,10.830468749999998
2024-12-23 01:16:37,0.26274260533331295,25.703645833333336
