timestamp,chatbot&count
2024-11-17 03:29:36,1.0
2024-11-17 03:30:36,3.0
2024-11-17 03:31:36,3.0
2024-11-17 03:32:36,3.0
2024-11-17 03:33:37,3.0
2024-11-17 03:34:37,3.0
2024-11-17 03:35:37,3.0
2024-11-17 03:36:37,3.0
2024-11-17 03:37:37,3.0
2024-11-17 03:38:38,3.0
2024-11-17 03:39:38,3.0
2024-11-17 03:40:38,3.0
2024-11-17 03:41:38,3.0
2024-11-17 03:42:38,3.0
2024-11-17 03:43:38,3.0
2024-11-17 03:44:39,3.0
2024-11-17 03:45:39,3.0
2024-11-17 03:46:39,3.0
2024-11-17 03:47:39,3.0
2024-11-17 03:48:39,3.0
2024-11-17 03:49:40,3.0
2024-11-17 03:50:40,3.0
2024-11-17 03:51:40,3.0
2024-11-17 03:52:40,3.0
2024-11-17 03:53:40,3.0
2024-11-17 03:54:41,3.0
2024-11-17 03:55:41,3.0
2024-11-17 03:56:41,3.0
2024-11-17 03:57:41,3.0
2024-11-17 03:58:41,3.0
2024-11-17 03:59:42,3.0
2024-11-17 04:00:42,3.0
2024-11-17 04:01:42,3.0
2024-11-17 04:02:42,3.0
2024-11-17 04:03:42,3.0
2024-11-17 04:04:43,3.0
2024-11-17 04:05:43,3.0
2024-11-17 04:06:43,3.0
2024-11-17 04:07:43,3.0
2024-11-17 04:08:43,3.0
2024-11-17 04:09:44,3.0
2024-11-17 04:10:44,3.0
2024-11-17 04:11:44,3.0
2024-11-17 04:12:44,3.0
2024-11-17 04:13:44,3.0
2024-11-17 04:14:45,3.0
2024-11-17 04:15:45,3.0
2024-11-17 04:16:45,3.0
2024-11-17 04:17:45,3.0
2024-11-17 04:18:45,3.0
2024-11-17 04:19:45,3.0
2024-11-17 04:20:46,3.0
2024-11-17 04:21:46,3.0
2024-11-17 04:22:46,3.0
2024-11-17 04:23:46,3.0
2024-11-17 04:24:46,3.0
2024-11-17 04:25:47,3.0
2024-11-17 04:26:47,3.0
2024-11-17 04:27:47,3.0
2024-11-17 04:28:47,3.0
2024-11-17 04:29:47,3.0
2024-11-17 04:30:48,3.0
2024-11-17 04:31:48,3.0
2024-11-17 04:32:48,3.0
2024-11-17 04:33:48,3.0
2024-11-17 04:34:48,3.0
2024-11-17 04:35:49,3.0
2024-11-17 04:36:49,3.0
2024-11-17 04:37:49,3.0
2024-11-17 04:38:49,3.0
2024-11-17 04:39:49,3.0
2024-11-17 04:40:50,3.0
2024-11-17 04:41:50,3.0
2024-11-17 04:42:50,3.0
2024-11-17 04:43:50,3.0
2024-11-17 04:44:50,3.0
2024-11-17 04:45:50,1.0
2024-11-17 04:46:51,1.0
2024-11-17 04:47:51,1.0
2024-11-17 04:48:51,1.0
2024-11-17 04:49:51,1.0
2024-11-17 04:50:51,1.0
2024-11-17 04:51:51,1.0
2024-11-17 04:52:52,1.0
2024-11-17 04:53:52,1.0
2024-11-17 04:54:52,1.0
2024-11-17 04:55:52,1.0
2024-11-17 04:56:52,1.0
2024-11-17 04:57:53,1.0
2024-11-17 04:58:53,1.0
2024-11-17 04:59:53,1.0
2024-11-17 05:00:53,1.0
2024-11-17 05:01:53,1.0
2024-11-17 05:02:53,1.0
2024-11-17 05:03:54,1.0
2024-11-17 05:04:54,1.0
2024-11-17 05:05:54,1.0
2024-11-17 05:06:54,1.0
2024-11-17 05:07:54,1.0
2024-11-17 05:08:54,1.0
2024-11-17 05:09:55,1.0
2024-11-17 05:10:55,1.0
2024-11-17 05:11:55,1.0
2024-11-17 05:12:55,1.0
2024-11-17 05:13:55,1.0
2024-11-17 05:14:55,1.0
2024-11-17 05:15:55,1.0
2024-11-17 05:16:56,1.0
2024-11-17 05:17:56,1.0
2024-11-17 05:18:56,1.0
2024-11-17 05:19:56,1.0
2024-11-17 05:20:56,1.0
2024-11-17 05:21:56,1.0
2024-11-17 05:22:57,1.0
2024-11-17 05:23:57,1.0
2024-11-17 05:24:57,1.0
2024-11-17 05:25:57,1.0
2024-11-17 05:26:57,1.0
2024-11-17 05:27:57,1.0
2024-11-17 05:28:58,1.0
2024-11-17 05:29:58,1.0
2024-11-17 05:30:58,1.0
2024-11-17 05:31:58,1.0
2024-11-17 05:32:58,1.0
2024-11-17 05:33:58,1.0
2024-11-17 05:34:59,1.0
2024-11-17 05:35:59,1.0
2024-11-17 05:36:59,1.0
2024-11-17 05:37:59,1.0
2024-11-17 05:38:59,1.0
2024-11-17 05:39:59,1.0
2024-11-17 05:41:00,1.0
2024-11-17 05:42:00,1.0
2024-11-17 05:43:00,1.0
2024-11-17 05:44:00,1.0
2024-11-17 05:45:00,1.0
2024-11-17 05:46:00,1.0
2024-11-17 05:47:00,1.0
2024-11-17 05:48:01,1.0
2024-11-17 05:49:01,1.0
2024-11-17 05:50:01,1.0
2024-11-17 05:51:01,1.0
2024-11-17 05:52:01,1.0
2024-11-17 05:53:01,1.0
2024-11-17 05:54:02,1.0
2024-11-17 05:55:02,1.0
2024-11-17 05:56:02,1.0
2024-11-17 05:57:02,1.0
2024-11-17 05:58:02,1.0
2024-11-17 05:59:02,1.0
2024-11-17 06:00:03,1.0
2024-11-17 06:01:03,1.0
2024-11-17 06:02:03,1.0
2024-11-17 06:03:03,1.0
2024-11-17 06:04:03,1.0
2024-11-17 06:05:03,1.0
2024-11-17 06:06:04,1.0
2024-11-17 06:07:04,1.0
2024-11-17 06:08:04,1.0
2024-11-17 06:09:04,1.0
2024-11-17 06:10:04,1.0
2024-11-17 06:11:04,1.0
2024-11-17 06:12:05,1.0
2024-11-17 06:13:05,1.0
2024-11-17 06:14:05,1.0
2024-11-17 06:15:05,1.0
2024-11-17 06:16:05,1.0
2024-11-17 06:17:05,1.0
2024-11-17 06:18:06,1.0
2024-11-17 06:19:06,1.0
2024-11-17 06:20:06,1.0
2024-11-17 06:21:06,1.0
2024-11-17 06:22:06,1.0
2024-11-17 06:23:06,1.0
2024-11-17 06:24:07,1.0
2024-11-17 06:25:07,1.0
2024-11-17 06:26:07,1.0
2024-11-17 06:27:07,1.0
2024-11-17 06:28:07,1.0
2024-11-17 06:29:07,1.0
2024-11-17 06:30:08,1.0
2024-11-17 06:31:08,1.0
2024-11-17 06:32:08,1.0
2024-11-17 06:33:08,1.0
2024-11-17 06:34:08,1.0
2024-11-17 06:35:08,1.0
2024-11-17 06:36:09,1.0
2024-11-17 06:37:09,1.0
2024-11-17 06:38:09,1.0
2024-11-17 06:39:09,1.0
2024-11-17 06:40:09,1.0
2024-11-17 06:41:09,1.0
2024-11-17 06:42:10,1.0
2024-11-17 06:43:10,1.0
2024-11-17 06:44:10,1.0
2024-11-17 06:45:10,1.0
2024-11-17 06:46:10,1.0
2024-11-17 06:47:10,1.0
2024-11-17 06:48:11,1.0
2024-11-17 06:49:11,1.0
2024-11-17 06:50:11,1.0
2024-11-17 06:51:11,1.0
2024-11-17 06:52:11,1.0
2024-11-17 06:53:11,1.0
2024-11-17 06:54:12,1.0
2024-11-17 06:55:12,1.0
2024-11-17 06:56:12,1.0
2024-11-17 06:57:12,1.0
2024-11-17 06:58:12,1.0
2024-11-17 06:59:12,1.0
2024-11-17 07:00:12,1.0
2024-11-17 07:01:13,1.0
2024-11-17 07:02:13,1.0
2024-11-17 07:03:13,1.0
2024-11-17 07:04:13,1.0
2024-11-17 07:05:13,1.0
2024-11-17 07:06:13,1.0
2024-11-17 07:07:14,1.0
2024-11-17 07:08:14,1.0
2024-11-17 07:09:14,1.0
2024-11-17 07:10:14,1.0
2024-11-17 07:11:14,1.0
2024-11-17 07:12:14,1.0
2024-11-17 07:13:15,1.0
2024-11-17 07:14:15,1.0
2024-11-17 07:15:15,1.0
2024-11-17 07:16:15,1.0
2024-11-17 07:17:15,1.0
2024-11-17 07:18:15,1.0
2024-11-17 07:19:15,1.0
2024-11-17 07:20:16,1.0
2024-11-17 07:21:16,1.0
2024-11-17 07:22:16,1.0
2024-11-17 07:23:16,1.0
2024-11-17 07:24:16,1.0
2024-11-17 07:25:16,1.0
2024-11-17 07:26:17,1.0
2024-11-17 07:27:17,1.0
2024-11-17 07:28:17,1.0
2024-11-17 07:29:17,1.0
2024-11-17 07:30:17,1.0
2024-11-17 07:31:17,1.0
2024-11-17 07:32:18,1.0
2024-11-17 07:33:18,1.0
2024-11-17 07:34:18,1.0
2024-11-17 07:35:18,1.0
2024-11-17 07:36:18,1.0
2024-11-17 07:37:18,1.0
2024-11-17 07:38:19,1.0
2024-11-17 07:39:19,1.0
2024-11-17 07:40:19,1.0
2024-11-17 07:41:19,1.0
2024-11-17 07:42:19,1.0
2024-11-17 07:43:19,1.0
2024-11-17 07:44:20,1.0
2024-11-17 07:45:20,1.0
2024-11-17 07:46:20,1.0
2024-11-17 07:47:20,1.0
2024-11-17 07:48:20,1.0
2024-11-17 07:49:20,1.0
2024-11-17 07:50:21,1.0
2024-11-17 07:51:21,1.0
2024-11-17 07:52:21,1.0
2024-11-17 07:53:21,1.0
2024-11-17 07:54:21,1.0
2024-11-17 07:55:21,1.0
2024-11-17 07:56:22,1.0
2024-11-17 07:57:22,1.0
2024-11-17 07:58:22,1.0
2024-11-17 07:59:22,1.0
2024-11-17 08:00:22,1.0
2024-11-17 08:01:22,1.0
2024-11-17 08:02:23,1.0
2024-11-17 08:03:23,1.0
2024-11-17 08:04:23,1.0
2024-11-17 08:05:23,1.0
2024-11-17 08:06:23,1.0
2024-11-17 08:07:23,1.0
2024-11-17 08:08:24,1.0
2024-11-17 08:09:24,1.0
2024-11-17 08:10:24,1.0
2024-11-17 08:11:24,1.0
2024-11-17 08:12:24,1.0
2024-11-17 08:13:24,1.0
2024-11-17 08:14:25,1.0
2024-11-17 08:15:25,1.0
2024-11-17 08:16:25,1.0
2024-11-17 08:17:25,1.0
2024-11-17 08:18:25,1.0
2024-11-17 08:19:25,1.0
2024-11-17 08:20:25,1.0
2024-11-17 08:21:26,1.0
2024-11-17 08:22:26,1.0
2024-11-17 08:23:26,1.0
2024-11-17 08:24:26,1.0
2024-11-17 08:25:26,1.0
2024-11-17 08:26:26,1.0
2024-11-17 08:27:27,1.0
2024-11-17 08:28:27,1.0
2024-11-17 08:29:27,1.0
2024-11-17 08:30:27,1.0
2024-11-17 08:31:27,1.0
2024-11-17 08:32:27,1.0
2024-11-17 08:33:28,1.0
2024-11-17 08:34:28,1.0
2024-11-17 08:35:28,1.0
2024-11-17 08:36:28,1.0
2024-11-17 08:37:28,1.0
2024-11-17 08:38:28,1.0
2024-11-17 08:39:29,1.0
2024-11-17 08:40:29,1.0
2024-11-17 08:41:29,1.0
2024-11-17 08:42:29,1.0
2024-11-17 08:43:29,1.0
2024-11-17 08:44:29,1.0
2024-11-17 08:45:29,1.0
2024-11-17 08:46:30,1.0
2024-11-17 08:47:30,1.0
2024-11-17 08:48:30,1.0
2024-11-17 08:49:30,1.0
2024-11-17 08:50:30,1.0
2024-11-17 08:51:30,1.0
2024-11-17 08:52:31,1.0
2024-11-17 08:53:31,1.0
2024-11-17 08:54:31,1.0
2024-11-17 08:55:31,1.0
2024-11-17 08:56:31,1.0
2024-11-17 08:57:31,1.0
2024-11-17 08:58:32,1.0
