timestamp,unknown_chatbot&p50,unknown_chatbot&p90,unknown_chatbot&p99
2024-11-17 16:33:23,3.3999573378839587,27.498000000000005,47.74979999999999
2024-11-17 16:34:23,4.111111111111111,6500.000000000002,9650.0
2024-11-17 16:35:23,3.666702219378005,5000.199973336889,9500.019997333686
2024-11-17 16:36:23,3.500049998333389,5000.399946673774,9500.039994667373
2024-11-17 16:37:23,3.666666666666667,100.0,9499.999999999996
2024-11-17 16:38:24,3.666666666666667,50.0,9499.999999999996
2024-11-17 16:39:24,3.6666133418653017,5000.299940011994,9500.029994001197
2024-11-17 16:40:24,3.5332764505119454,18.24880000000001,9049.920000000007
2024-11-17 16:41:24,3.666666666666667,100.0,9499.999999999996
2024-11-17 16:42:24,3.533392009388168,42.50049999999999,9049.9399879976
2024-11-17 16:43:25,3.6666933301337177,49.99925014997001,9499.985001499852
2024-11-17 16:44:25,3.8,9500.000000000004,27899.999999999996
2024-11-17 16:45:25,3.6666311082664396,49.999333244432606,9499.979997332974
2024-11-17 16:46:25,3.6666844430223358,49.999666711105185,9499.990000666618
2024-11-17 16:47:25,3.624975004999001,6500.266595574516,9650.02665955745
2024-11-17 16:48:25,3.8,15999.99999999999,28599.999999999996
2024-11-17 16:49:26,3.9334293486957908,15333.244432591011,28533.3244432591
2024-11-17 16:50:26,3.9333333333333336,8999.999999999996,27800.00000000001
2024-11-17 16:51:26,3.8,235.0000000000001,27899.999999999996
2024-11-17 16:52:26,3.9333333333333336,18999.999999999993,28900.000000000004
2024-11-17 16:53:26,3.8000071105422677,9499.200106652448,27899.826666666664
2024-11-17 16:54:27,3.6667466634667947,5000.149985001498,9500.014998500152
2024-11-17 16:55:27,3.7143673562692876,38.751999999999995,9050.080000000004
2024-11-17 16:56:27,3.499987498437304,5000.150015001493,9500.015001500149
2024-11-17 16:57:27,3.6666399967996157,5000.150015001493,9500.015001500149
2024-11-17 16:58:27,3.5333173314131034,27.50150030006007,9050.119999999994
2024-11-17 16:59:28,3.6666311101629376,5000.199999999996,9500.019999999997
2024-11-17 17:00:28,3.666666666666667,100.0,9499.999999999996
2024-11-17 17:01:28,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:02:28,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:03:28,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:04:29,3.57137551655883,34.99866671110521,48.49986667111052
2024-11-17 17:05:29,3.9333333333333336,7249.999999999998,9725.0
2024-11-17 17:06:29,3.9334151198350047,9000.733431124161,27800.173333333343
2024-11-17 17:07:29,4.142700721239676,7999.66674072428,25599.06666666667
2024-11-17 17:08:29,3.5334186803221845,42.501999999999995,9050.119999999994
2024-11-17 17:09:30,3.533333333333333,38.74999999999994,9050.000000000002
2024-11-17 17:10:30,3.533333333333333,42.49999999999997,9050.000000000002
2024-11-17 17:11:30,3.666542268664143,10002.79869394283,28000.27986939428
2024-11-17 17:12:30,3.5331769556100507,38.748000000000005,9050.15991471216
2024-11-17 17:13:30,3.533248006067379,42.497999822198494,9049.879989331912
2024-11-17 17:14:30,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:15:31,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:16:31,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:17:31,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:18:31,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:19:31,3.8,6499.999999999998,9650.0
2024-11-17 17:20:32,3.8,6499.999999999998,9650.0
2024-11-17 17:21:32,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:22:32,3.8,6499.999999999998,9650.0
2024-11-17 17:23:32,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:24:32,3.5334044302250662,38.75249916694436,9050.099966677773
2024-11-17 17:25:33,3.8,9500.000000000004,27899.999999999996
2024-11-17 17:26:33,3.6666311082664387,49.9989998666489,27999.919989331895
2024-11-17 17:27:33,3.9998190971293646,7250.999833411093,25801.09309341332
2024-11-17 17:28:33,3.8,7249.9999999999945,25799.999999999978
2024-11-17 17:29:33,3.499991665972164,5000.100006667113,9500.010000666707
2024-11-17 17:30:34,3.588190978434881,8997.598078462775,27799.51961569254
2024-11-17 17:31:34,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:32:34,3.9333333333333336,7249.999999999998,9725.0
2024-11-17 17:33:34,3.9334560196298067,9001.10022004401,27800.26000000001
2024-11-17 17:34:34,3.666933475631448,5000.500166722231,9500.050016672223
2024-11-17 17:35:34,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:36:35,3.666666666666667,50.0,9499.999999999996
2024-11-17 17:37:35,3.6665955441759572,24.999199786609765,9499.959989330486
2024-11-17 17:38:35,3.533392009388168,20.500299999999992,9049.9399879976
2024-11-17 17:39:35,3.500087474486608,5000.6996734857075,9500.069967348569
2024-11-17 17:40:35,3.666764472422775,5000.050048346719,9500.005004834675
2024-11-17 17:41:36,3.499762585279552,49.98099779955994,9499.8099779956
2024-11-17 17:42:36,3.666577801475162,5000.49983338887,9500.04998333889
2024-11-17 17:43:36,3.666506717850288,24.99940000000001,9499.970005998804
